CMDLINE /home/nitish/env2/bin/python3 logp_benchmarks.py
MEM 1.507812 1582462076.6634
MEM 21.566406 1582462076.7637
MEM 33.152344 1582462076.8642
MEM 43.761719 1582462076.9645
MEM 58.937500 1582462077.0648
MEM 68.867188 1582462077.1651
MEM 95.066406 1582462077.2654
MEM 106.050781 1582462077.3657
MEM 112.277344 1582462077.4660
MEM 133.296875 1582462077.5662
MEM 159.937500 1582462077.6666
MEM 169.980469 1582462077.7670
MEM 200.976562 1582462077.8673
MEM 205.644531 1582462077.9676
MEM 213.187500 1582462078.0679
MEM 213.214844 1582462078.1682
MEM 213.214844 1582462078.2687
MEM 213.214844 1582462078.3692
MEM 226.960938 1582462078.4694
MEM 244.996094 1582462078.5697
MEM 251.976562 1582462078.6700
MEM 252.546875 1582462078.7704
MEM 252.546875 1582462078.8708
MEM 252.546875 1582462078.9713
MEM 252.570312 1582462079.0716
MEM 253.238281 1582462079.1719
MEM 254.730469 1582462079.2722
MEM 254.738281 1582462079.3725
MEM 254.738281 1582462079.4729
MEM 254.738281 1582462079.5732
MEM 254.738281 1582462079.6736
MEM 256.667969 1582462079.7738
MEM 259.000000 1582462079.8742
MEM 259.000000 1582462079.9746
MEM 259.000000 1582462080.0750
MEM 259.000000 1582462080.1754
MEM 261.664062 1582462080.2757
MEM 262.925781 1582462080.3760
MEM 266.511719 1582462080.4763
MEM 266.761719 1582462080.5767
MEM 267.539062 1582462080.6770
MEM 269.324219 1582462080.7773
MEM 270.863281 1582462080.8776
MEM 270.960938 1582462080.9779
MEM 270.960938 1582462081.0783
MEM 270.960938 1582462081.1786
MEM 270.960938 1582462081.2789
MEM 271.023438 1582462081.3792
MEM 272.347656 1582462081.4796
MEM 273.058594 1582462081.5799
MEM 274.082031 1582462081.6802
MEM 274.414062 1582462081.7807
MEM 274.414062 1582462081.8810
MEM 274.414062 1582462081.9813
MEM 274.414062 1582462082.0817
MEM 274.628906 1582462082.1820
MEM 276.195312 1582462082.2823
MEM 279.031250 1582462082.3826
MEM 280.339844 1582462082.4831
MEM 280.339844 1582462082.5834
MEM 280.339844 1582462082.6837
MEM 280.339844 1582462082.7841
MEM 280.339844 1582462082.8844
MEM 280.339844 1582462082.9847
MEM 280.339844 1582462083.0851
MEM 280.339844 1582462083.1854
MEM 280.339844 1582462083.2857
MEM 280.339844 1582462083.3861
MEM 280.339844 1582462083.4864
MEM 280.339844 1582462083.5867
MEM 280.339844 1582462083.6870
MEM 280.339844 1582462083.7874
MEM 280.339844 1582462083.8877
MEM 280.339844 1582462083.9881
MEM 280.339844 1582462084.0884
MEM 280.339844 1582462084.1888
MEM 280.339844 1582462084.2891
MEM 280.339844 1582462084.3894
MEM 280.339844 1582462084.4898
MEM 280.339844 1582462084.5901
MEM 280.339844 1582462084.6905
MEM 280.339844 1582462084.7908
MEM 280.339844 1582462084.8911
MEM 280.339844 1582462084.9915
MEM 280.339844 1582462085.0918
MEM 280.339844 1582462085.1922
MEM 280.339844 1582462085.2925
MEM 280.339844 1582462085.3928
MEM 280.339844 1582462085.4932
MEM 280.339844 1582462085.5935
MEM 280.339844 1582462085.6938
MEM 280.339844 1582462085.7942
MEM 280.339844 1582462085.8945
MEM 280.339844 1582462085.9948
MEM 280.339844 1582462086.0952
MEM 280.339844 1582462086.1955
MEM 280.339844 1582462086.2958
MEM 280.339844 1582462086.3962
MEM 280.339844 1582462086.4965
MEM 280.460938 1582462086.5969
MEM 280.460938 1582462086.6972
MEM 280.460938 1582462086.7976
MEM 280.460938 1582462086.8980
MEM 280.460938 1582462086.9983
MEM 280.460938 1582462087.0986
