CMDLINE /home/nitish/env2/bin/python3 logp_benchmarks.py
MEM 1.621094 1582460678.0159
MEM 21.355469 1582460678.1162
MEM 33.382812 1582460678.2166
MEM 43.957031 1582460678.3169
MEM 59.156250 1582460678.4172
MEM 69.160156 1582460678.5175
MEM 95.105469 1582460678.6178
MEM 106.011719 1582460678.7181
MEM 111.343750 1582460678.8183
MEM 133.488281 1582460678.9186
MEM 160.617188 1582460679.0189
MEM 170.011719 1582460679.1192
MEM 200.160156 1582460679.2195
MEM 206.097656 1582460679.3198
MEM 212.500000 1582460679.4201
MEM 212.507812 1582460679.5204
MEM 212.507812 1582460679.6207
MEM 232.730469 1582460679.7210
MEM 244.109375 1582460679.8213
MEM 250.808594 1582460679.9216
MEM 250.808594 1582460680.0219
MEM 250.808594 1582460680.1223
MEM 250.808594 1582460680.2226
MEM 251.367188 1582460680.3229
MEM 252.046875 1582460680.4231
MEM 253.191406 1582460680.5235
MEM 253.191406 1582460680.6239
MEM 253.191406 1582460680.7242
MEM 253.191406 1582460680.8245
MEM 254.101562 1582460680.9248
MEM 257.480469 1582460681.0251
MEM 257.480469 1582460681.1254
MEM 257.480469 1582460681.2257
MEM 257.480469 1582460681.3261
MEM 260.160156 1582460681.4263
MEM 260.984375 1582460681.5266
MEM 264.890625 1582460681.6269
MEM 265.402344 1582460681.7272
MEM 265.882812 1582460681.8275
MEM 267.937500 1582460681.9278
MEM 269.277344 1582460682.0281
MEM 269.710938 1582460682.1284
MEM 269.710938 1582460682.2288
MEM 269.710938 1582460682.3291
MEM 269.710938 1582460682.4294
MEM 269.710938 1582460682.5297
MEM 270.562500 1582460682.6300
MEM 271.734375 1582460682.7303
MEM 273.300781 1582460682.8306
MEM 273.410156 1582460682.9309
MEM 273.410156 1582460683.0313
MEM 273.410156 1582460683.1317
MEM 273.410156 1582460683.2321
MEM 273.445312 1582460683.3324
MEM 274.265625 1582460683.4327
MEM 276.105469 1582460683.5330
MEM 276.105469 1582460683.6333
MEM 276.105469 1582460683.7337
MEM 276.105469 1582460683.8340
