CMDLINE /home/nitish/env2/bin/python3 logp_benchmarks.py
MEM 3.773438 1582454569.9014
MEM 19.167969 1582454570.0017
MEM 29.937500 1582454570.1020
MEM 37.988281 1582454570.2022
MEM 48.011719 1582454570.3026
MEM 63.007812 1582454570.4039
MEM 74.085938 1582454570.5042
MEM 98.242188 1582454570.6045
MEM 106.718750 1582454570.7048
MEM 114.992188 1582454570.8051
MEM 133.847656 1582454570.9054
MEM 158.789062 1582454571.0058
MEM 167.222656 1582454571.1061
MEM 198.371094 1582454571.2064
MEM 203.863281 1582454571.3067
MEM 210.800781 1582454571.4072
MEM 213.710938 1582454571.5077
MEM 213.710938 1582454571.6080
MEM 213.710938 1582454571.7083
MEM 230.781250 1582454571.8086
MEM 245.000000 1582454571.9089
MEM 249.296875 1582454572.0092
MEM 249.660156 1582454572.1095
MEM 249.660156 1582454572.2098
MEM 249.660156 1582454572.3101
MEM 249.660156 1582454572.4106
MEM 250.183594 1582454572.5109
MEM 251.062500 1582454572.6112
MEM 252.050781 1582454572.7115
MEM 252.050781 1582454572.8118
MEM 252.050781 1582454572.9122
MEM 252.050781 1582454573.0125
MEM 252.050781 1582454573.1129
MEM 255.007812 1582454573.2132
MEM 256.371094 1582454573.3135
MEM 256.371094 1582454573.4140
MEM 256.371094 1582454573.5143
MEM 256.371094 1582454573.6146
MEM 258.585938 1582454573.7149
MEM 259.554688 1582454573.8152
MEM 263.417969 1582454573.9157
MEM 264.027344 1582454574.0160
MEM 264.527344 1582454574.1162
MEM 265.308594 1582454574.2165
MEM 266.824219 1582454574.3168
MEM 268.386719 1582454574.4173
MEM 268.531250 1582454574.5176
MEM 268.531250 1582454574.6179
MEM 268.531250 1582454574.7182
MEM 268.531250 1582454574.8186
MEM 268.531250 1582454574.9189
MEM 268.917969 1582454575.0193
MEM 270.460938 1582454575.1196
MEM 270.679688 1582454575.2199
MEM 273.281250 1582454575.3202
MEM 273.281250 1582454575.4205
MEM 273.281250 1582454575.5208
MEM 273.281250 1582454575.6212
MEM 273.281250 1582454575.7215
MEM 273.441406 1582454575.8218
MEM 273.445312 1582454575.9222
MEM 273.445312 1582454576.0226
MEM 273.445312 1582454576.1229
MEM 273.445312 1582454576.2232
MEM 273.445312 1582454576.3236
MEM 273.445312 1582454576.4244
MEM 273.445312 1582454576.5248
MEM 273.445312 1582454576.6251
MEM 273.445312 1582454576.7254
MEM 273.445312 1582454576.8258
MEM 273.445312 1582454576.9264
MEM 273.445312 1582454577.0267
MEM 273.445312 1582454577.1271
MEM 273.445312 1582454577.2274
MEM 273.445312 1582454577.3277
MEM 273.445312 1582454577.4283
MEM 273.445312 1582454577.5287
MEM 273.445312 1582454577.6290
MEM 273.445312 1582454577.7296
MEM 273.445312 1582454577.8299
MEM 273.445312 1582454577.9303
MEM 273.445312 1582454578.0306
MEM 273.445312 1582454578.1309
MEM 273.445312 1582454578.2312
MEM 273.445312 1582454578.3316
MEM 273.445312 1582454578.4322
MEM 273.445312 1582454578.5325
MEM 273.445312 1582454578.6329
MEM 273.445312 1582454578.7332
MEM 273.445312 1582454578.8336
MEM 273.445312 1582454578.9341
MEM 273.445312 1582454579.0344
MEM 273.445312 1582454579.1348
MEM 273.445312 1582454579.2351
MEM 273.445312 1582454579.3355
MEM 273.445312 1582454579.4360
MEM 273.445312 1582454579.5363
MEM 273.445312 1582454579.6367
MEM 273.558594 1582454579.7370
MEM 273.558594 1582454579.8373
MEM 273.558594 1582454579.9378
MEM 273.558594 1582454580.0381
MEM 273.558594 1582454580.1385
MEM 273.558594 1582454580.2389
MEM 273.558594 1582454580.3392
MEM 273.558594 1582454580.4398
MEM 273.558594 1582454580.5401
MEM 273.558594 1582454580.6404
MEM 273.558594 1582454580.7408
MEM 273.558594 1582454580.8411
MEM 273.558594 1582454580.9416
MEM 273.558594 1582454581.0419
MEM 273.558594 1582454581.1422
MEM 273.558594 1582454581.2426
MEM 273.558594 1582454581.3430
MEM 273.558594 1582454581.4433
MEM 273.558594 1582454581.5437
MEM 273.558594 1582454581.6440
MEM 273.558594 1582454581.7444
MEM 273.558594 1582454581.8448
MEM 273.558594 1582454581.9453
MEM 273.558594 1582454582.0456
MEM 273.558594 1582454582.1460
MEM 273.558594 1582454582.2463
MEM 273.558594 1582454582.3466
MEM 273.558594 1582454582.4471
MEM 273.558594 1582454582.5475
MEM 273.558594 1582454582.6478
MEM 273.558594 1582454582.7481
MEM 273.558594 1582454582.8485
MEM 273.558594 1582454582.9490
MEM 273.558594 1582454583.0494
MEM 273.558594 1582454583.1497
MEM 273.558594 1582454583.2500
MEM 273.558594 1582454583.3504
MEM 273.558594 1582454583.4509
MEM 273.558594 1582454583.5512
MEM 273.558594 1582454583.6516
MEM 273.558594 1582454583.7519
MEM 273.558594 1582454583.8522
MEM 273.558594 1582454583.9526
MEM 273.558594 1582454584.0529
MEM 273.558594 1582454584.1532
MEM 273.558594 1582454584.2535
MEM 273.558594 1582454584.3540
MEM 273.558594 1582454584.4545
MEM 273.558594 1582454584.5549
MEM 273.558594 1582454584.6552
MEM 273.558594 1582454584.7556
MEM 273.558594 1582454584.8559
MEM 273.558594 1582454584.9562
MEM 273.558594 1582454585.0565
MEM 273.558594 1582454585.1568
MEM 273.558594 1582454585.2572
MEM 273.558594 1582454585.3575
MEM 273.558594 1582454585.4578
MEM 273.558594 1582454585.5581
MEM 273.558594 1582454585.6584
MEM 273.558594 1582454585.7587
MEM 273.558594 1582454585.8589
MEM 274.019531 1582454585.9592
MEM 275.171875 1582454586.0595
MEM 387.417969 1582454586.1598
MEM 663.988281 1582454586.2602
MEM 628.375000 1582454586.3606
MEM 733.562500 1582454586.4609
MEM 885.804688 1582454586.5613
MEM 981.085938 1582454586.6617
MEM 960.472656 1582454586.7620
MEM 1072.910156 1582454586.8624
MEM 277.222656 1582454586.9627
MEM 279.589844 1582454587.0630
MEM 282.265625 1582454587.1633
MEM 283.468750 1582454587.2636
MEM 414.949219 1582454587.3652
MEM 727.757812 1582454587.4659
MEM 641.207031 1582454587.5663
MEM 741.496094 1582454587.6668
MEM 895.535156 1582454587.7671
MEM 1010.867188 1582454587.8676
MEM 983.414062 1582454587.9681
MEM 1103.156250 1582454588.0686
MEM 284.347656 1582454588.1689
MEM 293.218750 1582454588.2692
MEM 301.218750 1582454588.3695
MEM 309.218750 1582454588.4698
MEM 317.218750 1582454588.5701
MEM 327.402344 1582454588.6704
MEM 333.402344 1582454588.7707
MEM 343.402344 1582454588.8710
MEM 349.402344 1582454588.9713
MEM 359.402344 1582454589.0716
MEM 367.402344 1582454589.1719
MEM 375.402344 1582454589.2722
MEM 385.402344 1582454589.3725
MEM 393.402344 1582454589.4728
MEM 401.402344 1582454589.5731
MEM 411.402344 1582454589.6734
MEM 417.402344 1582454589.7737
MEM 427.402344 1582454589.8740
MEM 435.402344 1582454589.9743
MEM 443.402344 1582454590.0746
MEM 453.402344 1582454590.1749
MEM 459.402344 1582454590.2752
