CMDLINE /home/nitish/env2/bin/python3 logp_benchmarks.py
MEM 1.550781 1582453170.5972
MEM 21.425781 1582453170.6976
MEM 32.683594 1582453170.7978
MEM 43.765625 1582453170.8982
MEM 57.320312 1582453170.9985
MEM 68.480469 1582453171.0988
MEM 92.312500 1582453171.1990
MEM 105.730469 1582453171.2993
MEM 109.550781 1582453171.3997
MEM 133.246094 1582453171.5000
MEM 159.074219 1582453171.6004
MEM 167.554688 1582453171.7007
MEM 199.152344 1582453171.8010
MEM 204.128906 1582453171.9013
MEM 212.535156 1582453172.0015
MEM 213.042969 1582453172.1018
MEM 213.042969 1582453172.2022
MEM 229.699219 1582453172.3025
MEM 243.562500 1582453172.4028
MEM 246.890625 1582453172.5031
MEM 246.890625 1582453172.6035
MEM 246.890625 1582453172.7040
MEM 246.890625 1582453172.8043
MEM 247.097656 1582453172.9046
MEM 247.882812 1582453173.0049
MEM 248.996094 1582453173.1052
MEM 248.996094 1582453173.2055
MEM 248.996094 1582453173.3058
MEM 248.996094 1582453173.4061
MEM 248.996094 1582453173.5065
MEM 253.250000 1582453173.6068
MEM 253.281250 1582453173.7071
MEM 253.281250 1582453173.8074
MEM 253.281250 1582453173.9077
MEM 253.308594 1582453174.0080
MEM 256.429688 1582453174.1083
MEM 259.769531 1582453174.2085
MEM 261.183594 1582453174.3088
MEM 261.640625 1582453174.4091
MEM 262.234375 1582453174.5094
MEM 264.011719 1582453174.6097
MEM 265.335938 1582453174.7099
MEM 265.511719 1582453174.8102
MEM 265.511719 1582453174.9106
MEM 265.511719 1582453175.0109
MEM 265.511719 1582453175.1112
MEM 265.558594 1582453175.2115
MEM 267.203125 1582453175.3119
MEM 267.527344 1582453175.4122
MEM 270.101562 1582453175.5125
MEM 270.101562 1582453175.6128
MEM 270.101562 1582453175.7133
MEM 270.101562 1582453175.8136
MEM 270.101562 1582453175.9139
MEM 270.140625 1582453176.0142
MEM 270.140625 1582453176.1145
MEM 270.140625 1582453176.2148
MEM 270.140625 1582453176.3151
MEM 270.140625 1582453176.4155
MEM 270.140625 1582453176.5157
MEM 270.140625 1582453176.6161
MEM 270.140625 1582453176.7164
MEM 270.140625 1582453176.8167
MEM 270.140625 1582453176.9170
MEM 270.140625 1582453177.0173
MEM 270.140625 1582453177.1176
MEM 270.140625 1582453177.2179
MEM 270.140625 1582453177.3182
MEM 270.140625 1582453177.4185
MEM 270.140625 1582453177.5188
MEM 270.140625 1582453177.6190
MEM 270.140625 1582453177.7193
MEM 270.140625 1582453177.8196
MEM 270.140625 1582453177.9199
MEM 270.140625 1582453178.0202
MEM 270.140625 1582453178.1205
MEM 270.140625 1582453178.2208
MEM 270.140625 1582453178.3211
MEM 270.140625 1582453178.4214
MEM 270.140625 1582453178.5217
MEM 270.140625 1582453178.6220
MEM 270.140625 1582453178.7223
MEM 270.140625 1582453178.8226
MEM 270.140625 1582453178.9229
MEM 270.140625 1582453179.0233
MEM 270.140625 1582453179.1236
MEM 270.140625 1582453179.2240
MEM 270.140625 1582453179.3242
MEM 270.140625 1582453179.4246
MEM 270.140625 1582453179.5249
MEM 270.140625 1582453179.6252
MEM 270.140625 1582453179.7255
MEM 270.140625 1582453179.8258
MEM 270.140625 1582453179.9261
MEM 270.140625 1582453180.0264
MEM 270.140625 1582453180.1267
MEM 270.140625 1582453180.2270
MEM 270.140625 1582453180.3273
