CMDLINE /home/nitish/env2/bin/python3 logp_benchmarks.py
MEM 1.468750 1582456566.1861
MEM 21.058594 1582456566.2865
MEM 31.058594 1582456566.3868
MEM 43.167969 1582456566.4871
MEM 55.300781 1582456566.5874
MEM 68.250000 1582456566.6876
MEM 93.347656 1582456566.7879
MEM 105.503906 1582456566.8882
MEM 109.132812 1582456566.9885
MEM 132.769531 1582456567.0888
MEM 158.949219 1582456567.1890
MEM 167.941406 1582456567.2893
MEM 199.609375 1582456567.3896
MEM 204.109375 1582456567.4899
MEM 212.535156 1582456567.5902
MEM 212.562500 1582456567.6905
MEM 212.562500 1582456567.7908
MEM 229.500000 1582456567.8911
MEM 244.015625 1582456567.9915
MEM 250.085938 1582456568.0918
MEM 250.089844 1582456568.1921
MEM 250.089844 1582456568.2924
MEM 250.089844 1582456568.3927
MEM 250.253906 1582456568.4930
MEM 251.078125 1582456568.5933
MEM 252.289062 1582456568.6936
MEM 252.289062 1582456568.7940
MEM 252.289062 1582456568.8943
MEM 252.289062 1582456568.9945
MEM 252.289062 1582456569.0949
MEM 255.824219 1582456569.1952
MEM 256.589844 1582456569.2956
MEM 256.589844 1582456569.3959
MEM 256.589844 1582456569.4962
MEM 256.589844 1582456569.5965
MEM 259.453125 1582456569.6968
MEM 261.957031 1582456569.7971
MEM 264.183594 1582456569.8974
MEM 264.640625 1582456569.9976
MEM 265.234375 1582456570.0979
MEM 267.070312 1582456570.1982
MEM 268.601562 1582456570.2985
MEM 268.828125 1582456570.3988
MEM 268.828125 1582456570.4991
MEM 268.828125 1582456570.5995
MEM 268.828125 1582456570.6998
MEM 268.847656 1582456570.8000
MEM 269.968750 1582456570.9003
MEM 270.566406 1582456571.0006
MEM 273.308594 1582456571.1009
MEM 273.308594 1582456571.2013
MEM 273.308594 1582456571.3017
MEM 273.308594 1582456571.4020
MEM 273.308594 1582456571.5023
MEM 273.343750 1582456571.6026
MEM 273.824219 1582456571.7029
MEM 275.117188 1582456571.8033
MEM 275.125000 1582456571.9036
MEM 275.125000 1582456572.0040
MEM 275.125000 1582456572.1043
MEM 275.125000 1582456572.2046
MEM 275.125000 1582456572.3050
MEM 275.125000 1582456572.4053
MEM 275.125000 1582456572.5057
MEM 275.125000 1582456572.6060
MEM 275.125000 1582456572.7063
MEM 275.125000 1582456572.8066
MEM 275.125000 1582456572.9069
MEM 275.125000 1582456573.0074
MEM 275.125000 1582456573.1077
MEM 275.125000 1582456573.2081
MEM 275.125000 1582456573.3085
MEM 275.125000 1582456573.4088
MEM 275.125000 1582456573.5091
MEM 275.125000 1582456573.6095
MEM 275.125000 1582456573.7098
MEM 275.125000 1582456573.8101
MEM 275.125000 1582456573.9105
MEM 275.125000 1582456574.0108
MEM 275.125000 1582456574.1112
MEM 275.125000 1582456574.2115
MEM 275.125000 1582456574.3120
MEM 275.125000 1582456574.4123
MEM 275.125000 1582456574.5126
MEM 275.125000 1582456574.6130
MEM 275.125000 1582456574.7134
MEM 275.125000 1582456574.8138
MEM 275.125000 1582456574.9142
MEM 275.125000 1582456575.0146
MEM 275.125000 1582456575.1150
MEM 275.125000 1582456575.2155
MEM 275.125000 1582456575.3158
MEM 275.125000 1582456575.4163
MEM 275.125000 1582456575.5166
MEM 275.125000 1582456575.6170
MEM 275.125000 1582456575.7173
MEM 275.125000 1582456575.8177
MEM 275.125000 1582456575.9180
MEM 275.125000 1582456576.0183
MEM 275.125000 1582456576.1186
MEM 275.125000 1582456576.2190
MEM 275.125000 1582456576.3194
MEM 275.125000 1582456576.4198
MEM 275.125000 1582456576.5201
MEM 275.125000 1582456576.6205
MEM 275.125000 1582456576.7208
MEM 275.125000 1582456576.8211
MEM 275.125000 1582456576.9214
MEM 275.125000 1582456577.0218
MEM 275.125000 1582456577.1222
MEM 275.125000 1582456577.2225
MEM 275.125000 1582456577.3229
MEM 275.125000 1582456577.4232
MEM 275.125000 1582456577.5236
MEM 275.125000 1582456577.6239
MEM 275.125000 1582456577.7242
MEM 275.125000 1582456577.8246
MEM 275.125000 1582456577.9249
MEM 275.125000 1582456578.0252
MEM 275.125000 1582456578.1255
MEM 275.125000 1582456578.2258
MEM 275.125000 1582456578.3262
MEM 275.125000 1582456578.4265
MEM 275.125000 1582456578.5269
MEM 275.183594 1582456578.6272
MEM 275.183594 1582456578.7275
MEM 275.183594 1582456578.8279
MEM 275.183594 1582456578.9282
MEM 275.183594 1582456579.0286
